O*NET-SOC Code,Title,Alias
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office & Administrative Support Workers
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office / Administrative Support Workers
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,First-Line Sups of Office and Administrative Support Workers
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Category: Business & Management
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Business and Management
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Business & Management
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Business&Management
43-2011.00,"Switchboard Operators, Including Answering Service",S.O.I.A.S.
43-2011.00,"Switchboard Operators, Including Answering Service",SOIAS
43-2011.00,"Switchboard Operators, Including Answering Service","Switchboard Operators, Including Answering Services"
43-2011.00,"Switchboard Operators, Including Answering Service",Switchboard Operators Including Answering Service
43-2011.00,"Switchboard Operators, Including Answering Service",Category: Other
43-2011.00,"Switchboard Operators, Including Answering Service",Other
43-2021.00,Telephone Operators,T.O.
43-2021.00,Telephone Operators,TO
43-2021.00,Telephone Operators,Category: Finance & Accounting
43-2021.00,Telephone Operators,Finance and Accounting
43-2021.00,Telephone Operators,Finance & Accounting
43-2021.00,Telephone Operators,Finance&Accounting
43-2021.00,Telephone Operators,Telephone Operator
43-2099.00,"Communications Equipment Operators, All Other",C.E.O.A.O.
43-2099.00,"Communications Equipment Operators, All Other",CEOAO
43-2099.00,"Communications Equipment Operators, All Other","Communications Equipment Operators, All Others"
43-2099.00,"Communications Equipment Operators, All Other",Communications Equipment Operators All Other
43-2099.00,"Communications Equipment Operators, All Other",Category: Marketing & Communications
43-2099.00,"Communications Equipment Operators, All Other",Marketing and Communications
43-2099.00,"Communications Equipment Operators, All Other",Marketing & Communications
43-2099.00,"Communications Equipment Operators, All Other",Marketing&Communications
43-3011.00,Bill and Account Collectors,B.A.C.
43-3011.00,Bill and Account Collectors,BAC
43-3011.00,Bill and Account Collectors,Category: Finance & Accounting
43-3011.00,Bill and Account Collectors,Bill and Account Collector
43-3011.00,Bill and Account Collectors,Bill & Account Collectors
43-3011.00,Bill and Account Collectors,Bill / Account Collectors
43-3011.00,Bill and Account Collectors,Finance and Accounting
43-3011.00,Bill and Account Collectors,Finance & Accounting
43-3011.00,Bill and Account Collectors,Finance&Accounting
43-3021.00,Billing and Posting Clerks,B.P.C.
43-3021.00,Billing and Posting Clerks,BPC
43-3021.00,Billing and Posting Clerks,Category: Finance & Accounting
43-3021.00,Billing and Posting Clerks,Billing and Posting Clerk
43-3021.00,Billing and Posting Clerks,Billing & Posting Clerks
43-3021.00,Billing and Posting Clerks,Billing / Posting Clerks
43-3021.00,Billing and Posting Clerks,Finance and Accounting
43-3021.00,Billing and Posting Clerks,Finance & Accounting
43-3021.00,Billing and Posting Clerks,Finance&Accounting
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",B.A.A.C.
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",BAAC
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerk"
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Bookkeeping Accounting and Auditing Clerks
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, & Auditing Clerks"
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, / Auditing Clerks"
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Category: Finance & Accounting
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Finance and Accounting
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Finance & Accounting
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Finance&Accounting
43-3041.00,Gambling Cage Workers,G.C.W.
43-3041.00,Gambling Cage Workers,GCW
43-3041.00,Gambling Cage Workers,Category: Finance & Accounting
43-3041.00,Gambling Cage Workers,Finance and Accounting
43-3041.00,Gambling Cage Workers,Finance & Accounting
43-3041.00,Gambling Cage Workers,Gambling Cage Worker
43-3041.00,Gambling Cage Workers,Finance&Accounting
43-3051.00,Payroll and Timekeeping Clerks,P.T.C.
43-3051.00,Payroll and Timekeeping Clerks,PTC
43-3051.00,Payroll and Timekeeping Clerks,Payroll and Timekeeping Clerk
43-3051.00,Payroll and Timekeeping Clerks,Payroll & Timekeeping Clerks
43-3051.00,Payroll and Timekeeping Clerks,Payroll / Timekeeping Clerks
43-3051.00,Payroll and Timekeeping Clerks,Category: Manufacturing
43-3051.00,Payroll and Timekeeping Clerks,Manufacturing
43-3061.00,Procurement Clerks,P.C.
43-3061.00,Procurement Clerks,PC
43-3061.00,Procurement Clerks,Procurement Clerk
43-3061.00,Procurement Clerks,Category: Other
43-3061.00,Procurement Clerks,Other
43-3071.00,Tellers,Category: Other
43-3071.00,Tellers,Teller
43-3071.00,Tellers,Other
43-3099.00,"Financial Clerks, All Other",F.C.A.O.
43-3099.00,"Financial Clerks, All Other",FCAO
43-3099.00,"Financial Clerks, All Other","Financial Clerks, All Others"
43-3099.00,"Financial Clerks, All Other",Financial Clerks All Other
43-3099.00,"Financial Clerks, All Other",Category: Other
43-3099.00,"Financial Clerks, All Other",Other
43-4011.00,Brokerage Clerks,B.C.
43-4011.00,Brokerage Clerks,BC
43-4011.00,Brokerage Clerks,Category: Finance & Accounting
43-4011.00,Brokerage Clerks,Finance and Accounting
43-4011.00,Brokerage Clerks,Finance & Accounting
43-4011.00,Brokerage Clerks,Finance&Accounting
43-4011.00,Brokerage Clerks,Brokerage Clerk
43-4021.00,Correspondence Clerks,C.C.
43-4021.00,Correspondence Clerks,CC
43-4021.00,Correspondence Clerks,Category: Finance & Accounting
43-4021.00,Correspondence Clerks,Finance and Accounting
43-4021.00,Correspondence Clerks,Correspondence Clerk
43-4021.00,Correspondence Clerks,Finance & Accounting
43-4021.00,Correspondence Clerks,Finance&Accounting
43-4031.00,"Court, Municipal, and License Clerks",C.M.L.C.
43-4031.00,"Court, Municipal, and License Clerks",CMLC
43-4031.00,"Court, Municipal, and License Clerks","Court, Municipal, and License Clerk"
43-4031.00,"Court, Municipal, and License Clerks",Court Municipal and License Clerks
43-4031.00,"Court, Municipal, and License Clerks","Court, Municipal, & License Clerks"
43-4031.00,"Court, Municipal, and License Clerks","Court, Municipal, / License Clerks"
43-4031.00,"Court, Municipal, and License Clerks",Category: Finance & Accounting
43-4031.00,"Court, Municipal, and License Clerks",Finance and Accounting
43-4031.00,"Court, Municipal, and License Clerks",Finance & Accounting
43-4031.00,"Court, Municipal, and License Clerks",Finance&Accounting
43-4041.00,"Credit Authorizers, Checkers, and Clerks",C.A.C.C.
43-4041.00,"Credit Authorizers, Checkers, and Clerks",CACC
43-4041.00,"Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, and Clerk"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Credit Authorizers Checkers and Clerks
43-4041.00,"Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, & Clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, / Clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Category: Finance & Accounting
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Finance and Accounting
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Finance & Accounting
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Finance&Accounting
43-4051.00,Customer Service Representatives,C.S.R.
43-4051.00,Customer Service Representatives,C.S.
43-4051.00,Customer Service Representatives,CSR
43-4051.00,Customer Service Representatives,CS
43-4051.00,Customer Service Representatives,Customer Service Representative
43-4051.00,Customer Service Representatives,Customer Service Reps
43-4051.00,Customer Service Representatives,Customer Service
43-4051.00,Customer Service Representatives,Customer Support
43-4051.00,Customer Service Representatives,Category: Sales
43-4051.00,Customer Service Representatives,Sales
43-4061.00,"Eligibility Interviewers, Government Programs",E.I.G.P.
43-4061.00,"Eligibility Interviewers, Government Programs",EIGP
43-4061.00,"Eligibility Interviewers, Government Programs",Eligibility Interviewers Government Programs
43-4061.00,"Eligibility Interviewers, Government Programs","Eligibility Interviewers, Government Program"
43-4061.00,"Eligibility Interviewers, Government Programs",Category: Information Technology
43-4061.00,"Eligibility Interviewers, Government Programs",Information Technology
43-4061.00,"Eligibility Interviewers, Government Programs",InformationTechnology
43-4071.00,File Clerks,F.C.
43-4071.00,File Clerks,FC
43-4071.00,File Clerks,Category: Other
43-4071.00,File Clerks,File Clerk
43-4071.00,File Clerks,Other
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",H.M.R.D.C.
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",HMRDC
43-4081.00,"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerk"
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Hotel Motel and Resort Desk Clerks
43-4081.00,"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, & Resort Desk Clerks"
43-4081.00,"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, / Resort Desk Clerks"
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Category: Finance & Accounting
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Finance and Accounting
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Finance & Accounting
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Finance&Accounting
43-4111.00,"Interviewers, Except Eligibility and Loan",I.E.E.L.
43-4111.00,"Interviewers, Except Eligibility and Loan",IEEL
43-4111.00,"Interviewers, Except Eligibility and Loan","Interviewers, Except Eligibility and Loans"
43-4111.00,"Interviewers, Except Eligibility and Loan",Interviewers Except Eligibility and Loan
43-4111.00,"Interviewers, Except Eligibility and Loan","Interviewers, Except Eligibility & Loan"
43-4111.00,"Interviewers, Except Eligibility and Loan","Interviewers, Except Eligibility / Loan"
43-4111.00,"Interviewers, Except Eligibility and Loan",Category: Other
43-4111.00,"Interviewers, Except Eligibility and Loan",Other
43-4121.00,"Library Assistants, Clerical",L.A.C.
43-4121.00,"Library Assistants, Clerical",LAC
43-4121.00,"Library Assistants, Clerical","Library Assistants, Clericals"
43-4121.00,"Library Assistants, Clerical",Library Assistants Clerical
43-4121.00,"Library Assistants, Clerical",Category: Arts & Media
43-4121.00,"Library Assistants, Clerical",Library Assts Clerical
43-4121.00,"Library Assistants, Clerical",Arts and Media
43-4121.00,"Library Assistants, Clerical",Arts & Media
43-4121.00,"Library Assistants, Clerical",Arts&Media
43-4131.00,Loan Interviewers and Clerks,L.I.C.
43-4131.00,Loan Interviewers and Clerks,LIC
43-4131.00,Loan Interviewers and Clerks,Loan Interviewers and Clerk
43-4131.00,Loan Interviewers and Clerks,Loan Interviewers & Clerks
43-4131.00,Loan Interviewers and Clerks,Loan Interviewers / Clerks
43-4131.00,Loan Interviewers and Clerks,Category: Other
43-4131.00,Loan Interviewers and Clerks,Other
43-4141.00,New Accounts Clerks,N.A.C.
43-4141.00,New Accounts Clerks,NAC
43-4141.00,New Accounts Clerks,Category: Finance & Accounting
43-4141.00,New Accounts Clerks,Finance and Accounting
43-4141.00,New Accounts Clerks,Finance & Accounting
43-4141.00,New Accounts Clerks,Finance&Accounting
43-4141.00,New Accounts Clerks,New Accounts Clerk
43-4151.00,Order Clerks,O.C.
43-4151.00,Order Clerks,OC
43-4151.00,Order Clerks,Category: Other
43-4151.00,Order Clerks,Order Clerk
43-4151.00,Order Clerks,Other
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",H.R.
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",HR
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll and Timekeepings"
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Assistants Except Payroll and Timekeeping
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll & Timekeeping"
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll / Timekeeping"
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Assts Except Payroll and Timekeeping
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Category: Sales
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Sales
43-4171.00,Receptionists and Information Clerks,R.I.C.
43-4171.00,Receptionists and Information Clerks,RIC
43-4171.00,Receptionists and Information Clerks,Receptionists and Information Clerk
43-4171.00,Receptionists and Information Clerks,Receptionists & Information Clerks
43-4171.00,Receptionists and Information Clerks,Receptionists / Information Clerks
43-4171.00,Receptionists and Information Clerks,Category: Other
43-4171.00,Receptionists and Information Clerks,Other
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation and Transportation Ticket Agents and Travel Clerk
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation & Transportation Ticket Agents & Travel Clerks
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation / Transportation Ticket Agents / Travel Clerks
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Category: Transportation
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Transportation
43-4199.00,"Information and Record Clerks, All Other",I.R.C.A.O.
43-4199.00,"Information and Record Clerks, All Other",IRCAO
43-4199.00,"Information and Record Clerks, All Other","Information and Record Clerks, All Others"
43-4199.00,"Information and Record Clerks, All Other",Information and Record Clerks All Other
43-4199.00,"Information and Record Clerks, All Other","Information & Record Clerks, All Other"
43-4199.00,"Information and Record Clerks, All Other","Information / Record Clerks, All Other"
43-4199.00,"Information and Record Clerks, All Other",Category: Other
43-4199.00,"Information and Record Clerks, All Other",Other
43-5011.00,Cargo and Freight Agents,C.F.A.
43-5011.00,Cargo and Freight Agents,CFA
43-5011.00,Cargo and Freight Agents,Category: Transportation
