O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Work With or Contribute to a Work Group or Team,"Communicating with Supervisors, Peers, or Subordinates Combined",Instructing Combined,Performing for or Working Directly with the Public Combined,Negotiation Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Resolving Conflicts and Negotiating with Others Combined,Social Perceptiveness Combined,Developing and Building Teams Combined,Communicating with People Outside the Organization Combined,Service Orientation Combined,Persuasion Combined
41-9031.00,Sales Engineers,2.95,4.56,4.01,4.57,2.31,1.0,4.46,2.69,4.19,3.0973714285714284,2.275,1.688242857142857,2.645714285714285,1.7193999999999998,2.383942857142857,1.9523571428571431,2.662857142857143,1.4747428571428571,3.422742857142857,2.524285714285714,2.894285714285714
41-9041.00,Telemarketers,2.51,4.88,2.54,4.45,4.17,1.25,3.62,1.79,3.28,3.1461142857142854,1.2232142857142858,1.8514285714285716,1.7485714285714289,1.378857142857143,1.7559999999999998,2.7325,1.9642857142857144,1.6040285714285714,3.422,2.1142857142857143,2.613485714285714
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.54,4.48,2.92,4.7,2.71,1.25,4.14,3.7,3.05,2.0415714285714284,1.4179428571428572,3.1204857142857145,2.086428571428572,2.5142857142857142,2.0994,1.7428571428571429,2.225714285714286,2.1822,2.5645857142857142,2.1677714285714287,2.7142857142857144
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.44,4.7,4.07,4.0,3.15,1.24,4.93,2.04,4.53,3.029714285714286,2.422142857142857,1.9107857142857143,2.354914285714286,2.9474714285714287,2.386385714285714,2.936628571428572,2.662857142857143,2.3794000000000004,2.4578,2.31,2.31
43-2011.00,"Switchboard Operators, Including Answering Service",3.59,4.98,3.31,4.39,4.34,1.75,4.6,1.61,4.35,2.402742857142857,1.268571428571429,2.5561142857142856,1.3392000000000002,1.2054571428571428,1.205657142857143,1.5654142857142856,2.071428571428572,1.344,1.6226285714285713,1.872228571428572,1.4435714285714285
43-2021.00,Telephone Operators,3.14,5.0,3.92,4.68,3.9,1.72,4.6,2.69,4.67,2.434214285714286,1.268571428571429,3.0037285714285717,1.22,1.641142857142857,1.869657142857143,1.6640285714285716,1.872228571428572,1.2432571428571428,2.0296000000000003,2.1142857142857143,1.25
43-3011.00,Bill and Account Collectors,3.57,4.9,3.34,3.97,4.63,1.38,3.8,1.77,3.5,2.3961428571428574,1.4691999999999998,1.4028571428571428,1.8914285714285717,1.4285714285714286,1.6392571428571427,2.3072,2.02,1.428742857142857,1.785057142857143,1.7857142857142856,2.2308
43-3021.00,Billing and Posting Clerks,2.26,4.32,2.58,3.33,2.96,1.26,4.0,1.07,4.03,2.274514285714286,1.3808,1.2473714285714286,1.4017857142857142,1.4616857142857145,1.4224,1.6128285714285715,1.7036571428571428,1.2231571428571428,2.0841142857142856,1.7385714285714284,1.3392000000000002
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2.99,4.48,3.38,3.61,2.68,1.09,4.55,1.89,3.92,2.5671142857142857,1.32,1.9211428571428573,1.4249999999999998,1.3808,1.4048714285714283,1.9274714285714285,1.6875,1.3824571428571428,2.3400714285714286,1.7734857142857143,1.3785714285714286
43-3041.00,Gambling Cage Workers,3.22,4.96,3.63,4.6,4.07,1.63,3.88,1.95,4.28,2.4897142857142858,1.7385714285714284,2.603285714285714,1.7036571428571428,1.875257142857143,2.2307714285714284,1.957,1.8571428571428568,1.828,1.685714285714286,1.8571428571428568,1.604285714285714
43-3051.00,Payroll and Timekeeping Clerks,2.35,3.82,2.36,2.29,2.73,1.32,4.83,1.88,4.5,2.8042857142857143,1.3785714285714286,1.0971142857142857,1.2857142857142856,1.1672,1.617142857142857,1.7382857142857144,1.7734857142857143,1.5258285714285715,1.6567714285714286,1.7857142857142856,1.2857142857142856
43-3061.00,Procurement Clerks,2.55,4.58,3.13,3.4,2.37,1.0,4.29,1.22,4.26,3.1635714285714287,1.4821428571428572,1.5125714285714285,1.94,1.7857,1.782,2.046742857142857,2.1228571428571428,1.2835,2.579414285714286,1.9085714285714288,1.6391999999999998
43-3071.00,Tellers,3.36,4.96,3.8,4.06,3.91,2.29,4.88,2.42,4.53,2.900514285714286,1.7734857142857143,3.2338857142857145,1.4542857142857144,1.641057142857143,1.5682857142857145,2.5863857142857145,1.9085714285714288,1.6892285714285715,2.088028571428572,1.9085714285714288,1.595
43-4011.00,Brokerage Clerks,3.21,4.84,3.12,4.44,2.82,1.11,4.67,1.32,4.35,1.9742857142857144,1.4285714285714286,1.161142857142857,1.6714285714285717,1.3408,1.4051285714285715,1.5867857142857142,1.8571428571428568,1.2557285714285715,2.6146,1.8914285714285717,1.4542857142857144
43-4021.00,Correspondence Clerks,3.17,4.79,3.32,3.82,3.04,1.17,4.76,1.49,4.38,2.7438571428571428,1.3571428571428572,1.8973714285714287,1.6364285714285711,1.3732142857142855,1.5434,1.7975,1.872228571428572,1.4774,2.422142857142857,1.8571428571428568,1.7200000000000002
43-4031.00,"Court, Municipal, and License Clerks",3.2,4.79,3.44,4.41,3.88,2.02,4.74,2.34,4.2,2.794914285714286,1.4691999999999998,2.8045,1.36,1.6677142857142857,1.8556,1.8319428571428569,1.8839285714285712,1.4576714285714285,2.320157142857143,1.9085714285714288,1.4179428571428572
43-4041.00,"Credit Authorizers, Checkers, and Clerks",4.13,4.88,3.77,4.66,3.84,1.4,4.7,1.63,4.63,2.9647,1.625,1.662285714285714,1.4928571428571429,1.7755428571428569,2.007142857142857,2.386785714285714,1.9085714285714288,1.9237142857142857,2.9979285714285715,1.8571428571428568,1.6364285714285711
43-4051.00,Customer Service Representatives,3.32,4.85,3.6,4.79,4.21,1.71,3.61,1.65,4.03,3.246314285714285,1.7200000000000002,2.9546,1.8571428571428568,1.6788571428571428,2.350371428571428,2.5652,1.8571428571428568,1.6631428571428573,2.840242857142857,2.551428571428572,1.8571428571428568
43-4061.00,"Eligibility Interviewers, Government Programs",2.38,4.42,3.01,4.28,2.96,1.63,3.95,1.83,4.25,3.225142857142857,1.3808,3.723271428571428,1.822857142857143,1.342657142857143,1.3435714285714284,2.213457142857143,2.524285714285714,1.7339857142857145,2.661828571428572,2.354914285714286,1.7734857142857143
43-4071.00,File Clerks,2.86,4.65,3.19,3.89,2.88,1.43,4.78,1.66,4.11,2.8937285714285714,1.3571428571428572,1.85,1.394285714285714,1.7517428571428573,2.1433,2.4206142857142856,1.7142857142857144,2.3249714285714287,2.3735,1.872228571428572,1.3785714285714286
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",3.81,4.95,3.97,4.72,4.27,1.84,4.84,2.43,4.8,2.8329142857142857,1.7734857142857143,3.3626428571428573,1.7734857142857143,1.8916857142857144,1.972985714285714,2.6808,2.2767857142857144,1.768571428571429,2.058,2.354914285714286,1.7734857142857143
43-4111.00,"Interviewers, Except Eligibility and Loan",3.8,5.0,3.85,4.36,3.97,1.98,4.78,2.14,4.92,3.399542857142857,1.7734857142857143,2.9918,1.8914285714285717,2.626857142857143,3.0101714285714283,2.596,2.105,2.403657142857143,3.1690428571428573,2.044642857142857,1.8914285714285717
43-4121.00,"Library Assistants, Clerical",3.12,4.54,3.28,3.84,3.15,1.37,4.82,2.78,4.35,2.7026285714285714,1.625,2.4586,1.302857142857143,1.7493142857142856,1.551742857142857,1.842057142857143,1.7385714285714284,1.4074,1.578285714285714,2.02,1.3392000000000002
43-4131.00,Loan Interviewers and Clerks,3.63,4.97,3.74,4.73,3.72,1.27,4.64,2.16,4.11,2.9477714285714285,1.8571428571428568,3.5688,1.8057142857142856,1.483042857142857,1.3128714285714285,2.2824,2.0608,1.8757714285714289,2.2950285714285714,1.9285714285714288,1.8914285714285717
43-4141.00,New Accounts Clerks,3.08,4.89,3.83,4.47,3.25,1.31,4.69,1.8,4.1,2.6518571428571427,1.394285714285714,2.517085714285714,1.394285714285714,1.854,1.6140571428571429,2.3845857142857145,1.9642857142857144,1.5314571428571426,1.9035714285714285,2.1492,1.822857142857143
43-4151.00,Order Clerks,2.81,4.32,3.67,4.01,2.96,1.21,4.6,1.32,4.01,3.621257142857143,1.394285714285714,1.637,1.7734857142857143,1.6511999999999998,2.5204,2.6652142857142858,1.8571428571428568,1.8400000000000003,2.498285714285714,2.1607142857142856,1.8571428571428568
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.76,4.91,3.89,3.99,3.5,1.94,4.53,1.77,4.63,3.466357142857144,1.6171428571428572,1.918128571428572,1.5785714285714287,1.8391857142857144,1.8652,2.458,2.1492,1.7594714285714288,2.782857142857143,1.8571428571428568,1.7385714285714284
43-4171.00,Receptionists and Information Clerks,3.25,4.88,2.67,4.32,3.45,1.57,4.38,2.05,4.13,2.4533714285714283,1.4628571428571429,2.8095,1.4249999999999998,1.560857142857143,1.4609142857142856,2.3072,1.872228571428572,1.3302857142857143,2.178228571428572,2.216428571428572,1.5785714285714287
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.64,4.99,3.23,4.62,4.02,1.54,4.6,3.47,4.44,3.237857142857143,1.7385714285714284,3.699657142857143,1.7734857142857143,1.4192285714285715,1.8034,2.87,2.1677714285714287,1.5646285714285717,2.981514285714286,2.607142857142857,1.9642857142857144
43-5011.00,Cargo and Freight Agents,2.65,4.48,2.96,3.37,3.67,1.94,4.57,2.4,3.85,2.166628571428572,1.5357142857142858,1.8607857142857145,1.9449142857142856,1.4148571428571428,1.382657142857143,2.087085714285714,1.8571428571428568,1.1687285714285711,2.3379142857142856,1.8571428571428568,1.7734857142857143
43-5011.01,Freight Forwarders,4.05,4.69,3.51,4.5,3.42,1.16,4.34,1.8,4.17,3.3177,1.7200000000000002,2.743128571428572,2.086428571428572,2.6806428571428573,2.7225,3.2073142857142853,2.044642857142857,2.9810000000000003,2.992714285714285,2.0028571428571427,1.9842857142857144
43-5021.00,Couriers and Messengers,2.98,4.69,3.01,3.37,3.42,2.35,4.72,1.62,4.11,2.2822857142857145,1.2036571428571428,1.7115714285714287,1.28,1.0538857142857143,1.1216,1.423857142857143,1.595,1.0490285714285714,1.8025857142857145,1.7485714285714289,1.345
43-5031.00,Public Safety Telecommunicators,4.68,4.99,3.95,4.99,4.71,3.33,4.17,1.18,4.82,3.557028571428572,1.8571428571428568,3.438428571428571,1.8057142857142856,2.6110857142857142,2.601357142857143,3.0507142857142857,2.645714285714285,2.140142857142857,3.997,2.327857142857143,1.9449142857142856
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3.86,4.92,4.79,3.86,4.44,1.91,4.97,1.7,4.69,2.407842857142857,1.625,2.2222857142857144,1.6364285714285711,2.039028571428571,2.0302285714285717,2.2408,1.9085714285714288,1.6213857142857144,2.092457142857143,1.872228571428572,1.7200000000000002
43-5041.00,"Meter Readers, Utilities",3.26,3.76,3.4,4.06,3.92,2.44,3.58,1.39,3.91,2.3965,1.51,2.3482857142857143,1.4179428571428572,1.3968000000000005,1.7346857142857144,1.6225,1.5300000000000002,1.5857428571428571,2.303714285714286,1.7857142857142856,1.4542857142857144
43-5051.00,Postal Service Clerks,3.45,4.61,2.98,4.43,3.96,2.1,3.73,1.92,4.06,2.6211857142857142,1.2857142857142856,2.7357142857142858,1.3571428571428572,1.598857142857143,1.8272714285714289,1.9225,1.68,1.5183571428571427,2.3870285714285715,1.9085714285714288,1.5785714285714287
43-5052.00,Postal Service Mail Carriers,2.73,3.78,1.96,4.05,3.01,1.44,4.24,1.5,2.87,1.6957857142857145,1.0020571428571428,2.2440571428571428,1.2857142857142856,1.1848,1.2618285714285715,1.3005428571428572,1.7857142857142856,1.0429857142857144,2.034,1.4906285714285716,1.302857142857143
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.95,3.8,3.02,1.41,3.43,1.47,4.25,1.29,4.04,2.240828571428572,1.4249999999999998,1.1382857142857143,1.147857142857143,1.7174285714285713,1.5553142857142856,1.3257142857142856,1.595,1.2741142857142858,1.1015714285714286,1.4028571428571428,1.2142857142857144
43-5061.00,"Production, Planning, and Expediting Clerks",3.07,4.29,3.56,3.46,2.91,1.4,4.92,2.18,4.72,3.0101714285714287,1.3392000000000002,1.0828,1.6364285714285711,1.4079714285714284,1.3962571428571429,1.1986857142857144,1.7734857142857143,1.386742857142857,1.4540714285714285,1.5785714285714287,1.6364285714285711
43-5071.00,"Shipping, Receiving, and Inventory Clerks",3.32,4.48,3.96,4.19,2.86,1.25,4.86,1.64,4.26,2.84,1.4821428571428572,1.6988285714285714,1.4179428571428572,1.7762285714285715,2.095985714285715,1.9903428571428567,1.6714285714285717,1.6612,1.7038,1.5207142857142857,1.5300000000000002
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.87,4.42,3.55,3.24,2.58,1.26,4.61,2.48,4.11,3.0642857142857145,1.51,1.5938714285714286,1.4542857142857144,2.035342857142857,2.160285714285714,1.8844285714285716,1.822857142857143,2.328057142857143,1.7092571428571428,1.8571428571428568,1.604285714285714
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2.89,4.7,4.23,3.86,2.54,1.23,4.65,1.41,4.6,3.6311999999999993,1.7734857142857143,2.011,1.7485714285714289,1.789042857142857,1.4197142857142857,2.051657142857142,2.0028571428571427,1.7333714285714286,3.2277142857142858,2.4732142857142856,1.7734857142857143
43-6012.00,Legal Secretaries and Administrative Assistants,2.74,4.38,2.9,3.56,3.06,1.41,4.06,1.33,3.71,3.0265142857142857,1.32,1.8850428571428572,1.3392000000000002,1.815728571428572,1.7354285714285718,1.495085714285714,1.8571428571428568,1.473142857142857,2.260942857142857,1.8571428571428568,1.4179428571428572
43-6013.00,Medical Secretaries and Administrative Assistants,3.45,4.73,3.89,3.6,3.93,1.53,4.84,2.21,4.4,2.7442,1.3392000000000002,2.9646,1.22,1.5191428571428571,1.6129,2.1616,1.8571428571428568,1.4988571428571429,2.1410285714285715,2.216428571428572,1.32
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.02,4.87,3.67,3.98,3.35,1.4,4.65,1.58,4.59,2.7842571428571428,1.3808,1.8602,1.4179428571428572,1.3816000000000002,1.4768,1.8289,1.8571428571428568,1.3343714285714283,2.083271428571429,2.1142857142857143,1.3785714285714286
43-9021.00,Data Entry Keyers,2.78,4.24,2.75,2.34,3.15,1.28,4.44,1.46,4.05,3.200242857142857,1.5508,1.6168,1.3392000000000002,1.6886428571428571,2.1432571428571427,1.5636571428571429,1.5785714285714287,1.6624857142857143,2.169314285714285,1.5300000000000002,1.4179428571428572
43-9022.00,Word Processors and Typists,2.96,4.69,3.71,4.46,3.47,1.94,4.61,1.34,4.05,2.862342857142857,1.1339285714285714,1.8927285714285715,1.25,1.3851571428571428,1.3906,1.8270428571428567,1.5785714285714287,1.289057142857143,2.185485714285714,1.6714285714285717,1.2592
43-9031.00,Desktop Publishers,2.5,4.14,3.06,3.08,2.1,1.0,4.69,1.51,3.9,2.6101714285714284,1.905,1.4909285714285714,1.5892857142857142,1.6980142857142857,1.7559999999999998,1.5261428571428572,1.8571428571428568,1.646957142857143,2.2669428571428574,1.8057142857142856,1.6665142857142858
43-9041.00,Insurance Claims and Policy Processing Clerks,2.82,4.33,3.03,3.58,3.04,1.27,3.87,1.35,4.05,2.6764,1.4821428571428572,1.4982857142857142,1.7734857142857143,1.3072428571428572,1.5715142857142856,1.7448,1.872228571428572,1.3982,2.385,1.9842857142857144,1.6875
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2.81,4.63,3.39,3.64,3.41,1.32,4.49,2.04,4.34,1.7511,1.268571428571429,1.1682285714285714,1.12,1.3703714285714286,1.5620714285714286,1.6571714285714283,1.655,1.2545142857142857,1.1993142857142858,1.4350857142857143,1.1885714285714286
43-9061.00,"Office Clerks, General",2.74,4.73,3.37,4.29,3.09,1.64,4.63,1.83,4.46,2.579928571428572,1.6875,1.7967142857142857,1.4906285714285716,1.3489714285714285,1.4212571428571428,1.5759571428571428,1.8571428571428568,1.2941714285714283,2.0585714285714287,1.822857142857143,1.4906285714285716
43-9071.00,"Office Machine Operators, Except Computer",2.25,4.06,3.32,3.67,2.66,1.08,3.82,1.28,3.78,2.036714285714286,1.3392000000000002,1.5950285714285712,1.3785714285714286,1.5304285714285717,1.5606428571428572,1.6118285714285716,1.604285714285714,1.4485,1.6911999999999998,1.6875,1.3785714285714286
43-9081.00,Proofreaders and Copy Markers,2.39,4.73,3.04,2.6,2.22,1.0,4.24,1.31,4.53,1.8214,1.1339285714285714,1.044,1.1071428571428572,1.022,1.0278857142857143,1.012757142857143,1.335714285714286,1.1296857142857142,1.3387857142857142,1.0942857142857143,1.1885714285714286
43-9111.00,Statistical Assistants,2.28,4.02,3.45,3.0,2.66,1.13,4.73,2.19,4.09,3.269428571428572,1.7200000000000002,1.5731428571428574,1.6063428571428573,2.071,1.7775142857142856,1.6869285714285716,1.7734857142857143,1.843,2.371085714285714,1.7385714285714284,1.655
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2.75,4.34,3.6,3.23,2.57,1.42,4.64,2.15,4.13,2.855142857142857,2.1492,1.4242857142857142,1.8914285714285717,2.125142857142857,2.1094285714285714,2.301785714285714,2.19,2.0640285714285715,1.8932,1.6364285714285711,1.9285714285714288
45-2011.00,Agricultural Inspectors,2.76,4.61,3.61,4.29,3.16,1.67,4.34,1.67,3.96,3.419928571428572,1.822857142857143,2.237714285714285,1.7385714285714284,1.6616285714285717,2.665,2.5555,1.6875,1.6239428571428571,2.571142857142857,1.7734857142857143,1.7734857142857143
45-2021.00,Animal Breeders,1.65,3.33,1.58,2.88,1.5,1.16,3.14,1.33,2.77,1.578285714285714,1.2036571428571428,1.3981714285714286,1.1607142857142858,1.2910714285714286,1.3921428571428571,1.3906571428571428,1.5508,1.2262857142857144,1.6450142857142858,1.4179428571428572,1.4691999999999998
45-2041.00,"Graders and Sorters, Agricultural Products",2.33,3.6,2.35,1.75,2.71,1.18,4.57,1.49,3.79,3.0851428571428574,1.077942857142857,1.0403142857142855,1.12,1.6821714285714284,1.5269714285714286,1.5869285714285717,1.28,1.2938142857142858,1.386742857142857,1.157142857142857,1.1885714285714286
45-2091.00,Agricultural Equipment Operators,2.2,3.68,2.85,1.88,1.86,1.62,4.17,1.42,3.79,2.0762285714285715,1.3571428571428572,1.1693714285714285,1.2208,1.6774857142857142,1.785685714285714,2.271571428571429,1.5693714285714286,2.012,1.1393142857142855,1.289285714285714,1.25
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.84,3.48,2.8,2.39,2.53,1.34,4.62,1.54,3.43,2.3502571428571426,1.3571428571428572,1.7090285714285716,1.32,1.846857142857143,1.9174,1.6285714285714286,1.595,1.6494,1.9135428571428568,1.4435714285714285,1.4821428571428572
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.42,4.12,3.04,3.07,2.25,1.35,4.19,1.16,3.65,2.2445714285714287,1.4928571428571429,1.8290285714285717,1.32,1.5978571428571429,2.0116857142857145,1.6882857142857142,1.4906285714285716,1.9051428571428568,1.7189285714285714,1.394285714285714,1.4285714285714286
45-3031.00,Fishing and Hunting Workers,2.67,4.1,3.15,3.19,2.35,1.48,4.42,2.24,3.25,1.7200000000000002,1.5300000000000002,1.6757142857142855,1.24,1.8148571428571427,1.9428571428571428,1.833628571428572,1.6063428571428573,1.4095,1.5245714285714285,1.335714285714286,1.32
45-4011.00,Forest and Conservation Workers,2.25,4.32,3.95,3.91,2.35,1.36,4.78,2.39,4.33,2.6435714285714287,1.4017857142857142,2.348128571428571,1.25,1.6995999999999998,1.6761142857142857,1.5136428571428573,1.6875,1.5766142857142855,1.9019,1.4691999999999998,1.4179428571428572
45-4021.00,Fallers,1.77,2.84,2.88,1.84,1.62,1.09,3.79,1.27,3.38,1.9025714285714288,1.2142857142857144,1.043642857142857,1.25,1.0933428571428572,1.1546142857142858,1.1272857142857142,1.335714285714286,1.102542857142857,1.0786857142857142,1.2000000000000002,1.3785714285714286
45-4022.00,Logging Equipment Operators,2.39,4.13,3.04,2.49,2.96,1.6,4.42,1.4,4.36,2.7317142857142853,1.4017857142857142,1.3830571428571428,1.3785714285714286,2.012342857142857,1.7183714285714284,1.6815571428571428,1.5625,2.2132,1.9446571428571429,1.3785714285714286,1.4179428571428572
45-4023.00,Log Graders and Scalers,2.66,3.8,3.01,3.29,2.47,1.05,4.55,1.63,3.5,2.6652142857142858,1.5357142857142858,1.9877714285714283,1.6063428571428573,1.7242857142857142,1.8569285714285717,2.031085714285714,1.6875,1.701485714285714,1.9982,1.5785714285714287,1.6875
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3.71,4.96,3.93,3.74,3.27,1.61,5.0,2.73,4.69,3.202828571428572,1.8571428571428568,1.8329285714285717,1.8571428571428568,1.866228571428572,2.104,2.1927714285714286,2.023657142857143,1.9750857142857143,2.71,1.8057142857142856,1.8914285714285717
47-1011.03,Solar Energy Installation Managers,2.95,4.85,4.52,3.95,2.85,1.11,4.39,2.3,4.05,2.606014285714286,2.105,1.6262857142857143,2.096342857142857,2.442857142857143,2.484342857142857,2.1712,2.06,2.261285714285714,2.6407857142857143,1.9449142857142856,2.1492
47-2011.00,Boilermakers,2.29,4.67,4.25,3.78,2.95,1.9,4.9,2.13,4.43,2.198757142857142,1.4906285714285716,1.3509,1.2857142857142856,1.2414999999999998,1.5393142857142856,1.2562,1.655,1.3640285714285716,1.6551999999999998,1.4285714285714286,1.2857142857142856
