O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
29-2092.00,Hearing Aid Specialists,4.68,3.27,4.9,3.23,1.1,4.1,2.33,4.65,3.98,4.05,2.5907142857142857,2.2308,2.662857142857143,2.044642857142857,3.226771428571429,2.384328571428572,3.457428571428572,1.5114571428571428,2.4035714285714285,1.3888,1.4285571428571429,1.6697571428571427,2.840985714285714,3.301228571428572,2.2333285714285718,1.6875,1.9842857142857144,2.596342857142857,1.775542857142857,2.474,1.9547142857142856,2.1607142857142856,1.3214285714285714
29-2099.01,Neurodiagnostic Technologists,4.61,3.19,4.32,3.58,2.58,4.97,1.87,4.58,4.52,4.48,3.036571428571429,2.596342857142857,2.765714285714286,2.0028571428571427,3.1465428571428573,2.312457142857143,3.973300000000001,2.1620714285714286,1.9449142857142856,2.181714285714286,2.4036,2.7179,1.2950142857142857,2.8699428571428576,2.1098,1.32,1.25,2.7142857142857144,2.141714285714285,1.8269428571428568,2.0589142857142857,1.9449142857142856,1.4179428571428572
29-2099.05,Ophthalmic Medical Technologists,4.65,3.6,4.05,3.8,2.0,4.9,1.8,4.45,4.5,4.45,2.9485714285714284,2.645714285714285,2.7142857142857144,2.216428571428572,3.004285714285714,1.8142857142857145,3.3646857142857143,2.1335714285714285,2.0608,2.1157142857142857,2.5357142857142856,2.552142857142857,1.1639285714285714,2.9800000000000004,2.333928571428572,1.4179428571428572,1.6875,2.645714285714285,2.295,2.1,1.6170714285714285,1.9085714285714288,1.7036571428571428
29-2099.08,Patient Representatives,5.0,3.8,4.92,3.91,1.91,4.83,1.67,5.0,4.76,3.98,3.4767857142857146,2.645714285714285,2.782857142857143,2.7142857142857144,3.655,2.7028,3.6174571428571434,2.1041714285714286,2.662857142857143,1.4193285714285713,1.841685714285714,2.1746857142857143,1.6364285714285711,2.644,2.382142857142857,1.8914285714285717,2.354914285714286,2.782857142857143,2.464428571428571,2.7080571428571427,1.5774285714285714,1.9077714285714285,1.655
29-9091.00,Athletic Trainers,4.87,3.59,3.94,3.63,2.29,4.88,3.38,4.38,4.8,4.08,2.6,2.645714285714285,2.7142857142857144,2.571428571428571,3.225542857142857,1.8368714285714287,4.442114285714285,1.825942857142857,2.354914285714286,1.6308571428571428,2.6445,2.2208,1.1122857142857143,1.754457142857143,1.8496,1.625,1.9285714285714288,2.7142857142857144,1.8598857142857144,2.111814285714286,1.854085714285714,2.4035714285714285,1.7036571428571428
29-9092.00,Genetic Counselors,4.57,2.77,4.17,2.91,1.3,5.0,2.61,5.0,3.91,2.87,3.1775857142857142,2.596342857142857,3.142857142857143,2.645714285714285,3.3,4.2538,3.5333,1.5949714285714287,1.9449142857142856,1.5944714285714283,1.9741,2.7944285714285715,1.1063142857142858,2.7275714285714283,2.02,1.8571428571428568,1.8571428571428568,2.7142857142857144,1.7601428571428572,3.1873,2.685314285714285,1.9842857142857144,1.7734857142857143
29-9093.00,Surgical Assistants,4.76,4.25,3.99,3.15,1.98,4.43,1.96,3.72,4.7,4.87,3.438285714285714,2.524285714285714,2.596342857142857,2.023657142857143,3.618,2.3895142857142857,4.635385714285714,2.128,2.105,1.9568857142857143,2.1045,2.6517571428571425,1.5324,2.8934285714285712,2.146142857142857,1.655,1.655,2.662857142857143,2.0371428571428574,1.9857142857142855,2.154528571428571,1.6665142857142858,1.4179428571428572
29-9099.01,Midwives,4.52,3.7,4.25,2.69,1.37,4.71,2.52,4.66,4.59,4.8,3.182871428571429,2.571428571428571,2.821428571428571,3.1750857142857143,3.664671428571429,2.636614285714286,4.300171428571428,2.5352571428571427,2.4732142857142856,2.3562857142857143,2.6391,2.8925714285714283,2.112271428571429,2.932571428571429,2.8079714285714283,1.6063428571428573,1.8571428571428568,2.7207142857142856,2.074128571428571,3.0494714285714286,2.7403571428571425,2.125,1.595
31-1121.00,Home Health Aides,4.37,3.76,3.33,2.96,2.13,4.21,1.63,3.85,4.21,4.36,3.1573,1.9085714285714288,2.596342857142857,2.1607142857142856,2.7995714285714284,1.8056,3.852228571428571,1.650957142857143,2.265085714285714,1.2744285714285717,1.96,1.7158857142857142,1.1736428571428572,2.053,2.0528571428571434,1.7385714285714284,1.872228571428572,2.422142857142857,1.8480571428571428,1.426214285714286,1.5737142857142858,1.9085714285714288,1.4017857142857142
31-1122.00,Personal Care Aides,4.3,3.14,3.62,2.74,1.93,4.27,1.94,3.74,3.95,4.85,2.943314285714286,1.8571428571428568,2.337142857142857,2.283657142857143,3.550514285714286,2.369714285714286,4.4195714285714285,2.734857142857143,2.662857142857143,1.9665714285714289,2.4948,3.0286,2.1554,2.9554285714285715,2.2696428571428573,1.4179428571428572,1.4691999999999998,2.02,2.7066285714285714,2.747285714285714,1.714,1.7142857142857144,1.3571428571428572
31-1131.00,Nursing Assistants,4.83,4.16,3.67,4.04,3.49,3.85,2.23,2.94,4.66,4.36,2.5963000000000003,1.9085714285714288,2.4732142857142856,2.216428571428572,2.7370714285714284,1.731,3.319085714285714,1.9916,2.662857142857143,1.3538285714285714,1.7039428571428572,2.073828571428572,1.2332857142857143,1.6102,2.038685714285714,1.22,1.25,2.1228571428571428,1.942857142857143,1.2649142857142857,1.4652142857142856,1.5614285714285714,1.268571428571429
31-1132.00,Orderlies,4.91,3.96,3.39,4.05,2.84,4.42,2.33,4.81,4.51,4.86,2.217828571428571,1.605714285714286,2.0608,1.85,2.6029,1.4620000000000002,3.4163,1.4602857142857144,1.8908,1.1130285714285717,1.7202285714285714,1.6389428571428573,1.1253428571428572,1.8857142857142857,1.8086285714285717,1.3193714285714284,1.2678571428571428,1.7571428571428571,1.457142857142857,1.3082857142857145,1.5292142857142856,1.36,1.2036571428571428
31-1133.00,Psychiatric Aides,4.81,4.03,3.19,4.08,3.69,4.5,2.81,3.75,4.52,4.55,3.4417714285714287,2.2342857142857144,2.607142857142857,2.6950857142857143,2.792742857142857,2.356114285714286,4.076428571428572,2.2099,2.337142857142857,1.742457142857143,2.251428571428572,3.349785714285714,1.2037142857142855,1.8181,3.1409285714285717,1.822857142857143,1.8571428571428568,2.225714285714286,1.8873714285714287,1.406,1.7833142857142856,1.872228571428572,1.4249999999999998
31-2011.00,Occupational Therapy Assistants,4.85,4.25,2.97,4.05,2.81,4.67,2.24,2.99,4.6,4.83,3.517642857142857,2.44,2.765714285714286,2.596342857142857,3.540628571428571,2.5494142857142856,3.873714285714285,2.071428571428572,2.337142857142857,1.774,2.139542857142857,2.4131285714285715,1.272571428571429,2.5751714285714287,2.2744,1.8057142857142856,1.8057142857142856,2.596342857142857,2.124571428571429,2.201885714285714,2.049514285714286,2.044642857142857,1.6063428571428573
31-2012.00,Occupational Therapy Aides,4.95,3.8,3.05,3.95,2.45,4.77,1.91,3.82,4.55,4.49,2.918571428571429,2.31,2.3392857142857144,2.31,3.0523857142857143,2.2301714285714285,3.7285714285714286,2.256,2.4732142857142856,2.0776142857142856,2.4858,2.3515428571428574,1.4054285714285717,3.2113,2.791728571428571,1.4821428571428572,1.7734857142857143,2.2928571428571427,2.475014285714286,2.183114285714286,1.841942857142857,1.8571428571428568,1.3808
31-2021.00,Physical Therapist Assistants,4.95,4.11,4.09,3.37,2.16,4.92,2.46,4.26,4.62,4.97,3.597357142857143,2.524285714285714,2.8363428571428573,2.4732142857142856,3.4787714285714286,2.1268,4.1692,1.9717285714285715,2.205357142857143,1.5794285714285714,2.1086285714285715,2.152,1.2933142857142856,3.5060285714285717,1.7645857142857144,1.3785714285714286,1.8914285714285717,2.7142857142857144,1.9843428571428572,2.097714285714286,1.8022857142857145,2.023657142857143,1.6063428571428573
31-2022.00,Physical Therapist Aides,4.8,3.57,3.64,3.09,1.61,4.55,1.53,4.07,4.69,4.49,3.058,1.8571428571428568,1.9449142857142856,2.023657142857143,3.002357142857143,2.1027142857142858,3.973628571428572,2.0855714285714284,1.9642857142857144,1.6884571428571429,1.7369285714285714,2.021428571428572,1.3187142857142855,3.245,1.6827142857142856,1.3785714285714286,1.604285714285714,2.1228571428571428,2.228885714285714,2.2119285714285715,1.7071999999999998,1.822857142857143,1.3392000000000002
31-9011.00,Massage Therapists,4.62,1.73,4.15,2.19,1.35,4.77,1.4,4.23,2.5,4.31,1.8342857142857143,2.354914285714286,2.354914285714286,2.044642857142857,3.157714285714286,1.9504,3.571428571428571,1.4906285714285716,2.0028571428571427,1.4390571428571428,1.5678571428571428,1.6880714285714284,1.3270857142857144,3.614857142857143,2.0176,1.25,1.231428571428571,2.216428571428572,1.3995,2.025828571428572,1.8859428571428567,1.4017857142857142,1.0942857142857143
31-9091.00,Dental Assistants,4.81,4.3,3.82,3.68,1.8,4.42,3.19,4.5,4.6,4.77,3.0415714285714284,2.0608,2.662857142857143,1.9085714285714288,2.689285714285714,2.17,3.5327428571428574,2.0207999999999995,1.9449142857142856,1.9446571428571429,2.402485714285714,2.2554857142857143,1.9342142857142857,3.200885714285714,2.117085714285714,1.51,1.5614285714285714,2.3906285714285715,2.265142857142857,1.8372571428571427,1.9479571428571427,1.9085714285714288,1.3571428571428572
31-9092.00,Medical Assistants,5.0,3.61,4.0,3.97,1.65,4.27,2.09,4.37,4.46,4.32,3.5333,2.645714285714285,2.7142857142857144,2.662857142857143,2.643885714285714,2.333285714285714,3.782171428571429,1.7999999999999998,2.1607142857142856,2.0732714285714287,1.936785714285714,2.284428571428572,1.4706142857142857,2.5451428571428574,2.148357142857143,1.51,1.7200000000000002,2.596342857142857,1.9477,2.614342857142857,2.2696428571428573,1.9085714285714288,1.4435714285714285
31-9093.00,Medical Equipment Preparers,4.54,3.52,4.04,3.69,1.28,4.68,1.55,5.0,4.33,4.09,3.0970285714285715,1.8328571428571427,2.0028571428571427,1.655,2.497642857142857,2.4634,2.380457142857143,1.9208857142857143,1.625,1.7573714285714286,1.8003428571428572,2.122,1.2679285714285715,1.8422285714285715,2.1485142857142856,1.147857142857143,1.231428571428571,1.9642857142857144,1.6033857142857144,1.8112,1.7287857142857144,1.36,1.231428571428571
31-9094.00,Medical Transcriptionists,4.38,3.64,3.74,2.83,1.44,4.92,1.39,4.34,4.56,3.13,2.848,1.8914285714285717,2.571428571428571,1.6875,2.877142857142857,1.7414714285714283,2.3348285714285715,1.2187428571428571,1.32,1.2296285714285715,1.2406857142857142,1.4906285714285716,1.041,1.4158,1.4198285714285714,1.157142857142857,1.1734857142857142,2.8363428571428573,1.233942857142857,1.2465,1.0944571428571428,1.2592,1.12
31-9095.00,Pharmacy Aides,4.85,3.79,4.53,3.93,1.84,4.36,1.24,4.91,4.66,4.26,3.484385714285714,1.9792,2.25,1.9257142857142855,2.584642857142857,1.914642857142857,2.892828571428571,2.790642857142857,2.0608,2.657142857142857,1.727428571428571,3.0247428571428574,2.0522285714285715,3.055085714285714,2.331185714285714,1.2036571428571428,1.3125,2.071428571428572,2.2196571428571428,2.3959,1.718714285714286,1.2857142857142856,1.2036571428571428
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,4.48,3.46,3.73,3.17,1.61,4.52,2.06,4.4,4.3,4.35,2.903242857142857,1.8571428571428568,2.02,1.8571428571428568,2.4498571428571427,2.103828571428571,3.4839285714285717,1.8053714285714284,1.9449142857142856,1.589714285714286,2.047657142857143,2.282514285714286,2.3855714285714287,2.7464,2.3594285714285714,1.36,1.36,2.1607142857142856,1.7997999999999998,1.9344285714285716,1.7055571428571428,1.7734857142857143,1.32
31-9097.00,Phlebotomists,4.82,3.82,4.27,4.14,3.05,4.82,2.45,4.68,4.59,4.05,3.260342857142857,2.275,2.4285714285714284,2.1607142857142856,3.167414285714285,2.353942857142857,3.7132,2.4406857142857143,2.216428571428572,2.16,2.6497,2.899714285714285,1.1942857142857144,3.145342857142857,2.540314285714285,1.25,1.5357142857142858,2.19,2.4859,2.0766285714285715,1.696942857142857,1.8571428571428568,1.51
31-9099.01,Speech-Language Pathology Assistants,4.77,3.7,3.4,2.13,1.59,4.74,1.58,3.81,4.02,4.22,3.579671428571429,2.524285714285714,2.7142857142857144,2.3857142857142857,3.2172,2.1408,2.8342857142857145,1.4362142857142857,2.1492,1.0666285714285717,1.814,1.5833142857142857,1.2544,2.2576,1.6749999999999998,1.5785714285714287,1.6063428571428573,2.7142857142857144,1.3602857142857143,2.091514285714286,1.4674,1.8571428571428568,1.32
31-9099.02,Endoscopy Technicians,4.73,3.52,3.46,2.96,1.77,4.87,1.85,3.7,4.62,4.64,3.0862,1.9842857142857144,2.524285714285714,2.0028571428571427,2.643828571428571,1.7934857142857146,3.738342857142857,2.0575,1.8571428571428568,1.9858285714285715,2.411057142857143,2.694,1.2555428571428573,2.015142857142857,2.2440571428571428,1.2857142857142856,1.4435714285714285,2.265085714285714,2.1892571428571426,1.5600571428571428,1.7949714285714284,1.8571428571428568,1.3571428571428572
33-1011.00,First-Line Supervisors of Correctional Officers,4.77,4.04,3.38,4.57,4.31,4.72,3.96,4.92,4.66,4.03,3.766828571428572,2.645714285714285,2.7142857142857144,2.7142857142857144,3.286571428571428,2.6025714285714283,3.214857142857143,2.758642857142857,1.8571428571428568,3.613928571428572,3.468642857142857,3.356914285714286,1.9276428571428568,2.3605428571428573,3.873185714285714,2.1142857142857143,2.2928571428571427,2.7142857142857144,3.1918285714285712,2.338514285714286,2.6243,2.023657142857143,2.571428571428571
33-1012.00,First-Line Supervisors of Police and Detectives,4.7,4.1,4.79,4.37,3.44,4.95,3.09,5.0,4.35,4.19,3.620828571428572,2.7142857142857144,2.7142857142857144,2.7142857142857144,3.754728571428572,2.532,3.555428571428571,2.8505857142857143,2.25,3.501871428571429,2.9672857142857145,3.0092857142857143,2.337285714285714,3.5469142857142857,3.4581714285714287,2.0028571428571427,2.645714285714285,2.7142857142857144,3.1294,3.3123142857142853,2.993828571428572,2.596342857142857,2.7142857142857144
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,4.74,4.51,4.59,3.28,2.6,4.65,3.13,4.62,4.74,4.23,3.5275,2.354914285714286,2.8571428571428568,2.375,3.213228571428571,2.397428571428572,4.0788142857142855,3.337814285714286,2.31,3.724857142857144,3.3542857142857145,3.5574857142857144,1.8873571428571427,3.986742857142857,3.401614285714285,1.9842857142857144,2.023657142857143,2.607142857142857,3.445942857142857,3.2822571428571425,2.8029714285714284,2.2071428571428573,2.31
33-1091.00,First-Line Supervisors of Security Workers,4.98,4.47,4.77,3.25,2.23,4.57,2.41,4.95,4.86,3.75,3.6,2.596342857142857,2.662857142857143,2.31,2.505285714285714,1.7285714285714286,2.189714285714285,2.9199714285714284,1.9085714285714288,3.264228571428572,2.904857142857143,2.130171428571429,1.5606428571428572,2.3335,2.9321714285714284,1.872228571428572,2.044642857142857,2.607142857142857,3.1390285714285717,2.3804,1.8468,2.044642857142857,2.4732142857142856
33-2011.00,Firefighters,4.73,4.15,4.52,3.52,2.88,4.85,2.76,4.24,4.71,4.62,2.8666,2.2071428571428573,2.571428571428571,2.2308,2.8556714285714286,1.8736,3.784,2.483342857142857,2.265085714285714,2.1814,2.390257142857143,2.7060857142857144,1.4564285714285714,3.1415285714285712,2.328942857142857,1.5785714285714287,1.7734857142857143,2.2071428571428573,2.3337142857142856,2.5850285714285715,2.116342857142857,1.822857142857143,1.4691999999999998
33-2021.00,Fire Inspectors and Investigators,4.92,3.89,4.68,3.23,1.79,4.95,2.58,4.92,4.19,3.5,3.350028571428572,2.3857142857142857,2.645714285714285,2.0608,3.3528571428571423,2.571885714285714,2.6896000000000004,2.106228571428572,2.086428571428572,2.0417428571428573,2.120228571428572,2.248214285714286,1.5372714285714286,3.712657142857143,2.561,1.7385714285714284,2.044642857142857,2.354914285714286,2.274857142857143,3.6727142857142856,2.1256142857142857,2.0028571428571427,1.5785714285714287
33-2022.00,Forest Fire Inspectors and Prevention Specialists,4.79,4.4,4.36,3.47,2.22,4.87,3.21,4.77,4.86,3.15,3.530742857142857,2.327857142857143,2.7142857142857144,1.822857142857143,3.253942857142857,1.986,2.6469571428571426,2.8838285714285714,1.8057142857142856,2.439228571428571,2.805,2.8395,1.6679999999999997,3.230857142857143,2.550628571428572,1.7734857142857143,1.8914285714285717,2.216428571428572,2.8759,2.9230285714285715,2.0045,1.9642857142857144,2.023657142857143
33-3011.00,Bailiffs,4.62,3.68,4.4,3.97,3.02,4.37,2.66,3.75,4.42,3.93,3.249,2.02,2.2767857142857144,2.4485714285714284,2.769,1.9542142857142857,3.225057142857142,1.9318857142857144,1.6714285714285717,2.039428571428572,2.7,2.2556714285714285,1.5616,3.1842,3.6325,1.6875,1.7734857142857143,2.0028571428571427,2.2435428571428573,2.769271428571429,2.0846,1.3785714285714286,1.4179428571428572
33-3012.00,Correctional Officers and Jailers,4.67,3.88,4.17,4.75,4.33,4.93,3.27,4.85,4.57,4.17,3.0635714285714286,2.44,2.662857142857143,2.607142857142857,2.9305000000000003,2.0227857142857144,2.614642857142857,2.4135,1.8571428571428568,2.738428571428571,2.7664,2.7506285714285714,1.5491714285714286,1.9984,3.2332428571428573,1.9642857142857144,2.02,2.5,2.2060285714285714,2.3668,2.277342857142857,1.822857142857143,1.5357142857142858
33-3021.00,Detectives and Criminal Investigators,4.82,4.31,4.86,4.12,3.42,4.83,2.46,4.93,4.51,3.76,3.490657142857143,2.912857142857143,2.729371428571429,2.596342857142857,3.1772714285714287,2.4549142857142856,2.6074571428571427,2.141928571428571,2.1142857142857143,2.146142857142857,2.1997,2.412185714285714,1.4662000000000002,3.5456000000000003,3.325,1.822857142857143,1.9085714285714288,3.1149142857142853,2.113257142857143,3.648057142857143,1.975,1.837942857142857,1.5785714285714287
33-3021.02,Police Identification and Records Officers,3.66,3.26,3.45,3.19,2.34,4.37,2.16,4.23,3.93,3.61,3.1748857142857143,2.596342857142857,2.645714285714285,1.8571428571428568,2.7846714285714285,2.1963285714285714,2.040914285714286,1.6786,1.75,1.4917857142857145,2.0944571428571432,2.3933714285714287,1.2996,2.2667,2.2255714285714285,1.6428571428571428,1.75,2.596342857142857,1.9582857142857144,2.376857142857143,2.0424857142857142,1.8057142857142856,1.3571428571428572
33-3021.06,Intelligence Analysts,4.35,3.52,3.17,2.05,1.39,4.52,2.61,4.78,4.59,3.0,3.9177142857142857,2.765714285714286,2.928571428571429,1.8914285714285717,3.4978,2.6794857142857147,1.5328,2.1877857142857144,1.7734857142857143,1.7680857142857145,2.416714285714286,2.0788,1.5158571428571426,1.1628,1.9163,1.8571428571428568,1.8914285714285717,2.8363428571428573,1.9428571428571428,3.2759571428571426,2.363371428571429,1.8914285714285717,1.302857142857143
33-3031.00,Fish and Game Wardens,4.67,4.0,4.84,3.79,2.56,4.68,2.93,4.9,4.06,4.03,3.469785714285714,2.422142857142857,2.782857142857143,2.19,3.7216,2.311985714285714,2.4692857142857143,1.8452857142857144,1.9449142857142856,1.3642571428571428,2.057142857142857,2.3003857142857145,2.159057142857143,3.4264,3.0466285714285712,1.7734857142857143,2.1492,2.5428571428571427,2.060142857142857,3.910857142857143,1.6478000000000002,1.8914285714285717,1.6171428571428572
33-3041.00,Parking Enforcement Workers,3.92,3.16,4.45,4.47,2.76,4.09,1.58,2.83,4.11,2.48,3.540285714285715,1.9642857142857144,2.4522285714285714,1.872228571428572,2.954285714285714,2.026,3.0664,1.7693714285714286,1.822857142857143,1.8485857142857145,1.9225,2.7990714285714287,1.4042285714285714,2.793014285714286,2.534885714285714,1.5300000000000002,1.5300000000000002,1.9085714285714288,1.969,2.9530000000000003,1.7146285714285714,1.7385714285714284,1.4691999999999998
33-3051.00,Police and Sheriff's Patrol Officers,4.76,4.08,4.85,4.64,3.98,4.77,2.49,4.68,4.58,4.0,3.4438714285714283,2.645714285714285,2.8363428571428573,2.645714285714285,3.419842857142857,2.2864,3.741371428571429,2.5504,2.25,2.600714285714286,2.423285714285714,3.019428571428572,2.148185714285714,4.172185714285714,4.109014285714284,2.1492,2.4035714285714285,2.5428571428571427,2.6325142857142856,3.4143428571428567,2.322714285714285,1.9842857142857144,1.655
